identifier,voice_characteristics,gender,age,accent,speech_rate
USA_Miami_Female_31_Normal,"31 year old female with clear, confident voice. Latin American accent with Spanish-influenced rhythm. Clear, confident speech at moderate speed with moderate pitch variation.",Female,31,Latin,Normal
USA_New York_Female_34_Fast,"34 year old female with soprano, confident voice. East Coast American accent with non-rhotic tendencies. Clear, calm speech at accelerated speed with moderate pitch variation.",Female,34,Eastcoast US,Fast
USA_Los Angeles_Male_30_Slow,"30 year old male with smooth, confident voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at measured speed with monotone.",Male,30,Westcoast US,Slow
USA_Los Angeles_Female_32_Normal,"32 year old female with soprano, mature voice. West Coast American accent with modern inflections. Clear, friendly speech at standard speed with expressive pitch.",Female,32,Westcoast US,Normal
USA_Chicago_Female_55_Normal,"55 year old female with alto, seasoned voice. Midwestern American accent with nasal qualities. Clear, relaxed speech at measured speed with minimal pitch variation.",Female,55,Midwest US,Normal
USA_Dallas_Female_29_Slow,"29 year old female with warm, energetic voice. Southern American accent with drawled vowels. Clear, confident speech at deliberate speed with moderate pitch variation.",Female,29,South US,Slow
USA_Dallas_Male_21_Normal,"21 year old male with strong, youthful voice. Southern American accent with melodic intonation. Clear, professional speech at moderate speed with animated pitch.",Male,21,South US,Normal
USA_Los Angeles_Male_20_Slow,"20 year old male with husky, vibrant voice. West Coast American accent with relaxed vowels. Clear, confident speech at unhurried speed with minimal pitch variation.",Male,20,Westcoast US,Slow
USA_Miami_Female_71_Slow,"71 year old female with rich, mature voice. Latin American accent with syllable-timed pattern. Clear, enthusiastic speech at deliberate speed with monotone.",Female,71,Latin,Slow
USA_Los Angeles_Male_21_Fast,"21 year old male with warm, fresh voice. West Coast American accent with California vowel shift. Clear, calm speech at quick speed with expressive pitch.",Male,21,Westcoast US,Fast
USA_Miami_Male_19_Fast,"19 year old male with husky, fresh voice. Latin American accent with syllable-timed pattern. Clear, thoughtful speech at accelerated speed with expressive pitch.",Male,19,Latin,Fast
USA_Chicago_Male_44_Normal,"44 year old male with resonant, mature voice. Midwestern American accent with nasal qualities. Clear, confident speech at standard speed with moderate pitch variation.",Male,44,Midwest US,Normal
USA_New York_Female_21_Fast,"21 year old female with resonant, vibrant voice. East Coast American accent with non-rhotic tendencies. Clear, confident speech at rapid speed with monotone.",Female,21,Eastcoast US,Fast
CA_Montreal_Male_39_Fast,"39 year old male with deep, mature voice. French accent with nasal vowels. Clear, confident speech at swift speed with minimal pitch variation.",Male,39,French,Fast
CA_Montreal_Male_61_Normal,"61 year old male with warm, experienced voice. French accent with uvular 'r' sound. Clear, confident speech at measured speed with expressive pitch.",Male,61,French,Normal
USA_Chicago_Male_31_Normal,"31 year old male with strong, confident voice. Midwestern American accent with flat 'a' sounds. Clear, relaxed speech at conversational speed with moderate pitch variation.",Male,31,Midwest US,Normal
USA_Los Angeles_Male_31_Normal,"31 year old male with resonant, energetic voice. West Coast American accent with modern inflections. Clear, enthusiastic speech at conversational speed with animated pitch.",Male,31,Westcoast US,Normal
USA_New York_Male_39_Fast,"39 year old male with rich, mature voice. East Coast American accent with faster rhythm. Clear, neutral speech at brisk speed with minimal pitch variation.",Male,39,Eastcoast US,Fast
IND_Delhi_Female_37_Normal,"37 year old female with soprano, well-developed voice. Indian accent with syllable-timed rhythm. Clear, confident speech at conversational speed with moderate pitch variation.",Female,37,India,Normal
IND_Delhi_Female_54_Fast,"54 year old female with soft, self-assured voice. Indian accent with retroflex consonants. Clear, calm speech at quick speed with expressive pitch.",Female,54,India,Fast
UK_London_Female_40_Normal,"40 year old female with rich, mature voice. British English accent with t-glottalization. Clear, enthusiastic speech at moderate speed with minimal pitch variation.",Female,40,England,Normal
USA_Miami_Male_18_Normal,"18 year old male with baritone, fresh voice. Latin American accent with syllable-timed pattern. Clear, thoughtful speech at measured speed with animated pitch.",Male,18,Latin,Normal
USA_New York_Male_41_Normal,"41 year old male with deep, mature voice. East Coast American accent with faster rhythm. Clear, calm speech at conversational speed with animated pitch.",Male,41,Eastcoast US,Normal
USA_New York_Female_26_Slow,"26 year old female with rich, confident voice. East Coast American accent with distinctive vowel sounds. Clear, friendly speech at deliberate speed with animated pitch.",Female,26,Eastcoast US,Slow
USA_Los Angeles_Female_42_Normal,"42 year old female with warm, mature voice. West Coast American accent with relaxed vowels. Clear, confident speech at standard speed with minimal pitch variation.",Female,42,Westcoast US,Normal
USA_Los Angeles_Male_21_Normal,"21 year old male with deep, vibrant voice. West Coast American accent with relaxed vowels. Clear, relaxed speech at moderate speed with monotone.",Male,21,Westcoast US,Normal
USA_Miami_Female_79_Normal,"79 year old female with alto, weathered voice. Latin American accent with syllable-timed pattern. Clear, enthusiastic speech at measured speed with monotone.",Female,79,Latin,Normal
USA_Los Angeles_Male_67_Normal,"67 year old male with resonant, weathered voice. West Coast American accent with modern inflections. Clear, confident speech at moderate speed with monotone.",Male,67,Westcoast US,Normal
USA_New York_Male_37_Fast,"37 year old male with strong, well-developed voice. East Coast American accent with distinctive vowel sounds. Clear, professional speech at swift speed with expressive pitch.",Male,37,Eastcoast US,Fast
USA_New York_Male_49_Slow,"49 year old male with husky, mature voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at leisurely speed with moderate pitch variation.",Male,49,Eastcoast US,Slow
UK_London_Female_27_Slow,"27 year old female with soprano, mature voice. British English accent with t-glottalization. Clear, neutral speech at unhurried speed with animated pitch.",Female,27,England,Slow
USA_Dallas_Female_52_Slow,"52 year old female with smooth, mature voice. Southern American accent with softened consonants. Clear, friendly speech at unhurried speed with moderate pitch variation.",Female,52,South US,Slow
USA_Los Angeles_Male_45_Slow,"45 year old male with gravelly, self-assured voice. West Coast American accent with relaxed vowels. Clear, friendly speech at measured speed with moderate pitch variation.",Male,45,Westcoast US,Slow
USA_Los Angeles_Female_39_Normal,"39 year old female with smooth, well-developed voice. West Coast American accent with relaxed vowels. Clear, friendly speech at standard speed with minimal pitch variation.",Female,39,Westcoast US,Normal
USA_Los Angeles_Female_29_Slow,"29 year old female with soprano, energetic voice. West Coast American accent with minimal regional markers. Clear, calm speech at deliberate speed with expressive pitch.",Female,29,Westcoast US,Slow
AUS_Sydney_Female_33_Normal,"33 year old female with bright, confident voice. Australian accent with raised vowels. Clear, friendly speech at standard speed with monotone.",Female,33,Australia,Normal
USA_Miami_Female_68_Normal,"68 year old female with soprano, weathered voice. Latin American accent with distinctive vowel stress. Clear, thoughtful speech at moderate speed with expressive pitch.",Female,68,Latin,Normal
USA_Dallas_Female_17_Normal,"17 year old female with alto, fresh voice. Southern American accent with drawled vowels. Clear, friendly speech at conversational speed with moderate pitch variation.",Female,17,South US,Normal
USA_New York_Female_29_Normal,"29 year old female with soprano, mature voice. East Coast American accent with distinctive vowel sounds. Clear, enthusiastic speech at standard speed with moderate pitch variation.",Female,29,Eastcoast US,Normal
USA_New York_Female_64_Fast,"64 year old female with soft, seasoned voice. East Coast American accent with non-rhotic tendencies. Clear, calm speech at swift speed with minimal pitch variation.",Female,64,Eastcoast US,Fast
USA_Miami_Male_17_Normal,"17 year old male with gravelly, youthful voice. Latin American accent with syllable-timed pattern. Clear, confident speech at standard speed with moderate pitch variation.",Male,17,Latin,Normal
USA_Los Angeles_Female_32_Fast,"32 year old female with resonant, vibrant voice. West Coast American accent with modern inflections. Clear, calm speech at quick speed with moderate pitch variation.",Female,32,Westcoast US,Fast
AUS_Sydney_Male_19_Normal,"19 year old male with deep, fresh voice. Australian accent with upward inflection. Clear, calm speech at measured speed with expressive pitch.",Male,19,Australia,Normal
USA_New York_Male_70_Normal,"70 year old male with baritone, weathered voice. East Coast American accent with distinctive vowel sounds. Clear, enthusiastic speech at conversational speed with animated pitch.",Male,70,Eastcoast US,Normal
CA_Montreal_Male_28_Normal,"28 year old male with tenor, energetic voice. French accent with uvular 'r' sound. Clear, relaxed speech at measured speed with expressive pitch.",Male,28,French,Normal
USA_Chicago_Female_29_Fast,"29 year old female with melodic, energetic voice. Midwestern American accent with nasal qualities. Clear, confident speech at swift speed with animated pitch.",Female,29,Midwest US,Fast
UK_London_Female_33_Normal,"33 year old female with warm, confident voice. British English accent with non-rhotic pronunciation. Clear, professional speech at standard speed with monotone.",Female,33,England,Normal
USA_New York_Male_73_Fast,"73 year old male with resonant, dignified voice. East Coast American accent with non-rhotic tendencies. Clear, friendly speech at rapid speed with moderate pitch variation.",Male,73,Eastcoast US,Fast
USA_Los Angeles_Male_25_Slow,"25 year old male with strong, energetic voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at leisurely speed with expressive pitch.",Male,25,Westcoast US,Slow
USA_New York_Female_53_Normal,"53 year old female with soft, seasoned voice. East Coast American accent with non-rhotic tendencies. Clear, confident speech at conversational speed with expressive pitch.",Female,53,Eastcoast US,Normal
USA_Chicago_Female_31_Normal,"31 year old female with smooth, confident voice. Midwestern American accent with rounded 'o' vowels. Clear, confident speech at moderate speed with expressive pitch.",Female,31,Midwest US,Normal
USA_Los Angeles_Male_52_Normal,"52 year old male with strong, mature voice. West Coast American accent with modern inflections. Clear, professional speech at standard speed with minimal pitch variation.",Male,52,Westcoast US,Normal
USA_Miami_Female_35_Slow,"35 year old female with clear, well-developed voice. Latin American accent with syllable-timed pattern. Clear, thoughtful speech at deliberate speed with expressive pitch.",Female,35,Latin,Slow
USA_Miami_Female_27_Fast,"27 year old female with soft, energetic voice. Latin American accent with Spanish-influenced rhythm. Clear, calm speech at brisk speed with monotone.",Female,27,Latin,Fast
USA_New York_Male_53_Normal,"53 year old male with husky, self-assured voice. East Coast American accent with strong consonants. Clear, friendly speech at standard speed with moderate pitch variation.",Male,53,Eastcoast US,Normal
USA_Miami_Female_47_Normal,"47 year old female with rich, self-assured voice. Latin American accent with Spanish-influenced rhythm. Clear, relaxed speech at measured speed with moderate pitch variation.",Female,47,Latin,Normal
USA_Miami_Male_63_Normal,"63 year old male with husky, mature voice. Latin American accent with rolled 'r' sounds. Clear, professional speech at standard speed with minimal pitch variation.",Male,63,Latin,Normal
IND_Delhi_Male_43_Normal,"43 year old male with tenor, mature voice. Indian accent with unique intonation. Clear, calm speech at measured speed with minimal pitch variation.",Male,43,India,Normal
USA_New York_Female_36_Slow,"36 year old female with resonant, established voice. East Coast American accent with strong consonants. Clear, enthusiastic speech at deliberate speed with animated pitch.",Female,36,Eastcoast US,Slow
USA_Los Angeles_Male_36_Slow,"36 year old male with rich, well-developed voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at unhurried speed with moderate pitch variation.",Male,36,Westcoast US,Slow
USA_New York_Female_28_Normal,"28 year old female with soft, confident voice. East Coast American accent with distinctive vowel sounds. Clear, confident speech at moderate speed with moderate pitch variation.",Female,28,Eastcoast US,Normal
USA_Miami_Male_50_Fast,"50 year old male with resonant, self-assured voice. Latin American accent with distinctive vowel stress. Clear, relaxed speech at accelerated speed with moderate pitch variation.",Male,50,Latin,Fast
USA_New York_Female_62_Slow,"62 year old female with rich, experienced voice. East Coast American accent with strong consonants. Clear, thoughtful speech at deliberate speed with monotone.",Female,62,Eastcoast US,Slow
USA_New York_Male_42_Fast,"42 year old male with rich, confident voice. East Coast American accent with strong consonants. Clear, friendly speech at accelerated speed with moderate pitch variation.",Male,42,Eastcoast US,Fast
USA_Dallas_Male_30_Fast,"30 year old male with tenor, mature voice. Southern American accent with softened consonants. Clear, friendly speech at swift speed with animated pitch.",Male,30,South US,Fast
USA_Chicago_Male_15_Fast,"15 year old male with husky, youthful voice. Midwestern American accent with flat 'a' sounds. Clear, professional speech at quick speed with expressive pitch.",Male,15,Midwest US,Fast
USA_New York_Female_37_Slow,"37 year old female with bright, well-developed voice. East Coast American accent with strong consonants. Clear, thoughtful speech at unhurried speed with moderate pitch variation.",Female,37,Eastcoast US,Slow
USA_Los Angeles_Male_40_Normal,"40 year old male with smooth, established voice. West Coast American accent with relaxed vowels. Clear, professional speech at conversational speed with monotone.",Male,40,Westcoast US,Normal
USA_New York_Female_38_Fast,"38 year old female with bright, mature voice. East Coast American accent with strong consonants. Clear, thoughtful speech at accelerated speed with animated pitch.",Female,38,Eastcoast US,Fast
USA_Los Angeles_Female_27_Slow,"27 year old female with rich, energetic voice. West Coast American accent with modern inflections. Clear, neutral speech at leisurely speed with expressive pitch.",Female,27,Westcoast US,Slow
USA_Los Angeles_Female_15_Normal,"15 year old female with smooth, vibrant voice. West Coast American accent with modern inflections. Clear, confident speech at standard speed with animated pitch.",Female,15,Westcoast US,Normal
USA_New York_Male_36_Normal,"36 year old male with rich, confident voice. East Coast American accent with distinctive vowel sounds. Clear, neutral speech at conversational speed with animated pitch.",Male,36,Eastcoast US,Normal
USA_New York_Female_58_Normal,"58 year old female with rich, refined voice. East Coast American accent with non-rhotic tendencies. Clear, calm speech at conversational speed with monotone.",Female,58,Eastcoast US,Normal
USA_New York_Male_76_Normal,"76 year old male with resonant, seasoned voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at measured speed with moderate pitch variation.",Male,76,Eastcoast US,Normal
CA_Montreal_Male_41_Normal,"41 year old male with husky, well-developed voice. French accent with even stress pattern. Clear, thoughtful speech at conversational speed with expressive pitch.",Male,41,French,Normal
IND_Delhi_Female_39_Slow,"39 year old female with clear, established voice. Indian accent with retroflex consonants. Clear, thoughtful speech at measured speed with expressive pitch.",Female,39,India,Slow
USA_Los Angeles_Female_35_Slow,"35 year old female with rich, mature voice. West Coast American accent with California vowel shift. Clear, neutral speech at measured speed with monotone.",Female,35,Westcoast US,Slow
USA_Miami_Female_19_Normal,"19 year old female with soprano, vibrant voice. Latin American accent with Spanish-influenced rhythm. Clear, neutral speech at measured speed with minimal pitch variation.",Female,19,Latin,Normal
USA_Miami_Female_39_Normal,"39 year old female with resonant, well-developed voice. Latin American accent with Spanish-influenced rhythm. Clear, calm speech at conversational speed with moderate pitch variation.",Female,39,Latin,Normal
UK_London_Male_39_Normal,"39 year old male with strong, confident voice. British English accent with t-glottalization. Clear, confident speech at standard speed with animated pitch.",Male,39,England,Normal
CA_Montreal_Male_44_Slow,"44 year old male with strong, confident voice. French accent with nasal vowels. Clear, enthusiastic speech at unhurried speed with moderate pitch variation.",Male,44,French,Slow
USA_Miami_Female_43_Normal,"43 year old female with warm, well-developed voice. Latin American accent with rolled 'r' sounds. Clear, thoughtful speech at moderate speed with animated pitch.",Female,43,Latin,Normal
USA_Los Angeles_Male_44_Normal,"44 year old male with resonant, mature voice. West Coast American accent with minimal regional markers. Clear, friendly speech at moderate speed with monotone.",Male,44,Westcoast US,Normal
CA_Montreal_Male_22_Normal,"22 year old male with warm, youthful voice. French accent with nasal vowels. Clear, thoughtful speech at standard speed with expressive pitch.",Male,22,French,Normal
USA_New York_Female_37_Normal,"37 year old female with soft, established voice. East Coast American accent with strong consonants. Clear, relaxed speech at standard speed with minimal pitch variation.",Female,37,Eastcoast US,Normal
CA_Montreal_Male_30_Normal,"30 year old male with baritone, energetic voice. French accent with distinct liaison. Clear, thoughtful speech at conversational speed with moderate pitch variation.",Male,30,French,Normal
USA_Chicago_Male_51_Normal,"51 year old male with smooth, experienced voice. Midwestern American accent with rounded 'o' vowels. Clear, friendly speech at moderate speed with expressive pitch.",Male,51,Midwest US,Normal
UK_London_Male_15_Normal,"15 year old male with rich, fresh voice. British English accent with non-rhotic pronunciation. Clear, confident speech at standard speed with animated pitch.",Male,15,England,Normal
USA_Chicago_Male_57_Slow,"57 year old male with rich, experienced voice. Midwestern American accent with rounded 'o' vowels. Clear, professional speech at deliberate speed with moderate pitch variation.",Male,57,Midwest US,Slow
USA_Los Angeles_Female_19_Normal,"19 year old female with warm, energetic voice. West Coast American accent with California vowel shift. Clear, professional speech at moderate speed with expressive pitch.",Female,19,Westcoast US,Normal
USA_Los Angeles_Male_62_Fast,"62 year old male with resonant, experienced voice. West Coast American accent with California vowel shift. Clear, confident speech at accelerated speed with animated pitch.",Male,62,Westcoast US,Fast
USA_Miami_Male_28_Slow,"28 year old male with rich, mature voice. Latin American accent with distinctive vowel stress. Clear, relaxed speech at unhurried speed with animated pitch.",Male,28,Latin,Slow
USA_Los Angeles_Male_43_Slow,"43 year old male with tenor, confident voice. West Coast American accent with modern inflections. Clear, thoughtful speech at measured speed with moderate pitch variation.",Male,43,Westcoast US,Slow
UK_London_Female_53_Fast,"53 year old female with smooth, mature voice. British English accent with crisp consonants. Clear, professional speech at swift speed with animated pitch.",Female,53,England,Fast
USA_Los Angeles_Male_50_Normal,"50 year old male with husky, experienced voice. West Coast American accent with California vowel shift. Clear, friendly speech at moderate speed with expressive pitch.",Male,50,Westcoast US,Normal
USA_New York_Female_40_Normal,"40 year old female with clear, well-developed voice. East Coast American accent with distinctive vowel sounds. Clear, enthusiastic speech at measured speed with monotone.",Female,40,Eastcoast US,Normal
UK_London_Female_23_Normal,"23 year old female with rich, energetic voice. British English accent with t-glottalization. Clear, friendly speech at moderate speed with monotone.",Female,23,England,Normal
USA_Los Angeles_Female_27_Fast,"27 year old female with warm, vibrant voice. West Coast American accent with relaxed vowels. Clear, confident speech at swift speed with expressive pitch.",Female,27,Westcoast US,Fast
USA_Los Angeles_Female_36_Normal,"36 year old female with smooth, mature voice. West Coast American accent with minimal regional markers. Clear, calm speech at moderate speed with expressive pitch.",Female,36,Westcoast US,Normal
USA_Los Angeles_Female_40_Normal,"40 year old female with alto, mature voice. West Coast American accent with modern inflections. Clear, relaxed speech at standard speed with minimal pitch variation.",Female,40,Westcoast US,Normal
USA_New York_Female_16_Normal,"16 year old female with rich, vibrant voice. East Coast American accent with faster rhythm. Clear, relaxed speech at moderate speed with expressive pitch.",Female,16,Eastcoast US,Normal
USA_Los Angeles_Female_33_Fast,"33 year old female with rich, confident voice. West Coast American accent with relaxed vowels. Clear, enthusiastic speech at brisk speed with minimal pitch variation.",Female,33,Westcoast US,Fast
CA_Montreal_Male_60_Normal,"60 year old male with strong, mature voice. French accent with nasal vowels. Clear, neutral speech at standard speed with moderate pitch variation.",Male,60,French,Normal
CA_Montreal_Female_46_Normal,"46 year old female with bright, self-assured voice. French accent with distinct liaison. Clear, enthusiastic speech at measured speed with monotone.",Female,46,French,Normal
USA_New York_Female_34_Normal,"34 year old female with rich, confident voice. East Coast American accent with non-rhotic tendencies. Clear, relaxed speech at standard speed with expressive pitch.",Female,34,Eastcoast US,Normal
USA_New York_Male_34_Normal,"34 year old male with strong, vibrant voice. East Coast American accent with non-rhotic tendencies. Clear, enthusiastic speech at standard speed with moderate pitch variation.",Male,34,Eastcoast US,Normal
UK_London_Female_41_Normal,"41 year old female with alto, mature voice. British English accent with non-rhotic pronunciation. Clear, confident speech at measured speed with moderate pitch variation.",Female,41,England,Normal
CA_Montreal_Male_48_Normal,"48 year old male with smooth, self-assured voice. French accent with nasal vowels. Clear, relaxed speech at standard speed with monotone.",Male,48,French,Normal
USA_Chicago_Female_79_Normal,"79 year old female with bright, seasoned voice. Midwestern American accent with flat 'a' sounds. Clear, friendly speech at moderate speed with expressive pitch.",Female,79,Midwest US,Normal
USA_Los Angeles_Female_35_Fast,"35 year old female with warm, mature voice. West Coast American accent with California vowel shift. Clear, confident speech at accelerated speed with animated pitch.",Female,35,Westcoast US,Fast
USA_Miami_Female_49_Normal,"49 year old female with alto, seasoned voice. Latin American accent with rolled 'r' sounds. Clear, friendly speech at moderate speed with moderate pitch variation.",Female,49,Latin,Normal
USA_Los Angeles_Female_17_Fast,"17 year old female with warm, youthful voice. West Coast American accent with minimal regional markers. Clear, friendly speech at brisk speed with animated pitch.",Female,17,Westcoast US,Fast
USA_New York_Male_42_Slow,"42 year old male with smooth, established voice. East Coast American accent with non-rhotic tendencies. Clear, friendly speech at leisurely speed with monotone.",Male,42,Eastcoast US,Slow
USA_Los Angeles_Female_67_Normal,"67 year old female with resonant, dignified voice. West Coast American accent with relaxed vowels. Clear, neutral speech at standard speed with animated pitch.",Female,67,Westcoast US,Normal
USA_Los Angeles_Female_60_Normal,"60 year old female with soprano, refined voice. West Coast American accent with relaxed vowels. Clear, confident speech at standard speed with monotone.",Female,60,Westcoast US,Normal
UK_London_Male_39_Fast,"39 year old male with baritone, established voice. British English accent with t-glottalization. Clear, relaxed speech at swift speed with monotone.",Male,39,England,Fast
USA_New York_Male_23_Normal,"23 year old male with strong, youthful voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at conversational speed with animated pitch.",Male,23,Eastcoast US,Normal
USA_New York_Male_77_Slow,"77 year old male with smooth, weathered voice. East Coast American accent with faster rhythm. Clear, professional speech at deliberate speed with expressive pitch.",Male,77,Eastcoast US,Slow
USA_New York_Female_32_Normal,"32 year old female with soft, confident voice. East Coast American accent with strong consonants. Clear, relaxed speech at moderate speed with expressive pitch.",Female,32,Eastcoast US,Normal
USA_New York_Female_32_Fast,"32 year old female with soprano, energetic voice. East Coast American accent with strong consonants. Clear, professional speech at rapid speed with expressive pitch.",Female,32,Eastcoast US,Fast
USA_Los Angeles_Female_63_Normal,"63 year old female with smooth, experienced voice. West Coast American accent with relaxed vowels. Clear, neutral speech at conversational speed with monotone.",Female,63,Westcoast US,Normal
USA_New York_Female_17_Normal,"17 year old female with bright, fresh voice. East Coast American accent with non-rhotic tendencies. Clear, professional speech at conversational speed with monotone.",Female,17,Eastcoast US,Normal
USA_Los Angeles_Female_20_Normal,"20 year old female with bright, vibrant voice. West Coast American accent with modern inflections. Clear, friendly speech at standard speed with monotone.",Female,20,Westcoast US,Normal
UK_London_Male_27_Normal,"27 year old male with rich, vibrant voice. British English accent with distinct vowel sounds. Clear, enthusiastic speech at measured speed with minimal pitch variation.",Male,27,England,Normal
UK_London_Male_35_Normal,"35 year old male with warm, established voice. British English accent with t-glottalization. Clear, neutral speech at moderate speed with monotone.",Male,35,England,Normal
USA_Los Angeles_Male_30_Normal,"30 year old male with resonant, vibrant voice. West Coast American accent with minimal regional markers. Clear, relaxed speech at conversational speed with minimal pitch variation.",Male,30,Westcoast US,Normal
UK_London_Female_36_Fast,"36 year old female with smooth, established voice. British English accent with t-glottalization. Clear, friendly speech at brisk speed with animated pitch.",Female,36,England,Fast
AUS_Sydney_Male_45_Normal,"45 year old male with rich, experienced voice. Australian accent with raised vowels. Clear, calm speech at measured speed with animated pitch.",Male,45,Australia,Normal
UK_London_Male_58_Slow,"58 year old male with husky, seasoned voice. British English accent with distinct vowel sounds. Clear, thoughtful speech at unhurried speed with expressive pitch.",Male,58,England,Slow
USA_Los Angeles_Female_58_Normal,"58 year old female with warm, experienced voice. West Coast American accent with minimal regional markers. Clear, relaxed speech at conversational speed with moderate pitch variation.",Female,58,Westcoast US,Normal
UK_London_Male_27_Slow,"27 year old male with gravelly, energetic voice. British English accent with t-glottalization. Clear, thoughtful speech at deliberate speed with animated pitch.",Male,27,England,Slow
USA_New York_Male_46_Normal,"46 year old male with strong, self-assured voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at moderate speed with moderate pitch variation.",Male,46,Eastcoast US,Normal
USA_Chicago_Male_26_Normal,"26 year old male with rich, vibrant voice. Midwestern American accent with nasal qualities. Clear, thoughtful speech at conversational speed with animated pitch.",Male,26,Midwest US,Normal
USA_New York_Male_31_Fast,"31 year old male with baritone, confident voice. East Coast American accent with strong consonants. Clear, professional speech at rapid speed with minimal pitch variation.",Male,31,Eastcoast US,Fast
USA_Los Angeles_Male_71_Slow,"71 year old male with deep, mature voice. West Coast American accent with modern inflections. Clear, calm speech at unhurried speed with animated pitch.",Male,71,Westcoast US,Slow
USA_Los Angeles_Male_18_Fast,"18 year old male with husky, fresh voice. West Coast American accent with minimal regional markers. Clear, professional speech at rapid speed with monotone.",Male,18,Westcoast US,Fast
USA_Los Angeles_Male_36_Fast,"36 year old male with warm, established voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at accelerated speed with expressive pitch.",Male,36,Westcoast US,Fast
USA_Los Angeles_Male_32_Normal,"32 year old male with strong, energetic voice. West Coast American accent with relaxed vowels. Clear, enthusiastic speech at measured speed with moderate pitch variation.",Male,32,Westcoast US,Normal
USA_New York_Male_25_Fast,"25 year old male with smooth, confident voice. East Coast American accent with faster rhythm. Clear, enthusiastic speech at quick speed with minimal pitch variation.",Male,25,Eastcoast US,Fast
USA_Chicago_Female_35_Normal,"35 year old female with melodic, mature voice. Midwestern American accent with rounded 'o' vowels. Clear, neutral speech at standard speed with expressive pitch.",Female,35,Midwest US,Normal
UK_London_Female_30_Normal,"30 year old female with clear, vibrant voice. British English accent with t-glottalization. Clear, thoughtful speech at conversational speed with moderate pitch variation.",Female,30,England,Normal
USA_Dallas_Female_27_Slow,"27 year old female with alto, confident voice. Southern American accent with distinctive rhythm. Clear, calm speech at deliberate speed with minimal pitch variation.",Female,27,South US,Slow
UK_London_Male_41_Normal,"41 year old male with strong, established voice. British English accent with crisp consonants. Clear, calm speech at standard speed with moderate pitch variation.",Male,41,England,Normal
USA_New York_Male_36_Slow,"36 year old male with husky, confident voice. East Coast American accent with non-rhotic tendencies. Clear, neutral speech at deliberate speed with animated pitch.",Male,36,Eastcoast US,Slow
USA_New York_Male_36_Fast,"36 year old male with rich, confident voice. East Coast American accent with faster rhythm. Clear, professional speech at brisk speed with monotone.",Male,36,Eastcoast US,Fast
USA_Miami_Female_26_Fast,"26 year old female with rich, confident voice. Latin American accent with Spanish-influenced rhythm. Clear, friendly speech at brisk speed with moderate pitch variation.",Female,26,Latin,Fast
USA_Los Angeles_Male_36_Normal,"36 year old male with tenor, confident voice. West Coast American accent with minimal regional markers. Clear, thoughtful speech at standard speed with monotone.",Male,36,Westcoast US,Normal
USA_Los Angeles_Female_64_Normal,"64 year old female with melodic, refined voice. West Coast American accent with modern inflections. Clear, thoughtful speech at moderate speed with expressive pitch.",Female,64,Westcoast US,Normal
USA_New York_Male_34_Slow,"34 year old male with husky, energetic voice. East Coast American accent with distinctive vowel sounds. Clear, confident speech at deliberate speed with monotone.",Male,34,Eastcoast US,Slow
USA_Chicago_Female_44_Normal,"44 year old female with resonant, mature voice. Midwestern American accent with rounded 'o' vowels. Clear, friendly speech at moderate speed with moderate pitch variation.",Female,44,Midwest US,Normal
USA_Los Angeles_Female_31_Normal,"31 year old female with rich, energetic voice. West Coast American accent with relaxed vowels. Clear, neutral speech at measured speed with monotone.",Female,31,Westcoast US,Normal
USA_Los Angeles_Male_45_Normal,"45 year old male with husky, experienced voice. West Coast American accent with California vowel shift. Clear, professional speech at measured speed with animated pitch.",Male,45,Westcoast US,Normal
CA_Montreal_Male_17_Normal,"17 year old male with warm, energetic voice. French accent with even stress pattern. Clear, professional speech at measured speed with monotone.",Male,17,French,Normal
USA_New York_Male_28_Normal,"28 year old male with rich, mature voice. East Coast American accent with non-rhotic tendencies. Clear, friendly speech at conversational speed with expressive pitch.",Male,28,Eastcoast US,Normal
USA_New York_Female_17_Slow,"17 year old female with alto, energetic voice. East Coast American accent with strong consonants. Clear, confident speech at unhurried speed with animated pitch.",Female,17,Eastcoast US,Slow
USA_Los Angeles_Male_23_Normal,"23 year old male with deep, youthful voice. West Coast American accent with minimal regional markers. Clear, friendly speech at conversational speed with monotone.",Male,23,Westcoast US,Normal
USA_Los Angeles_Female_22_Normal,"22 year old female with warm, youthful voice. West Coast American accent with modern inflections. Clear, thoughtful speech at measured speed with expressive pitch.",Female,22,Westcoast US,Normal
USA_New York_Female_25_Normal,"25 year old female with melodic, vibrant voice. East Coast American accent with strong consonants. Clear, professional speech at moderate speed with monotone.",Female,25,Eastcoast US,Normal
USA_New York_Female_56_Normal,"56 year old female with warm, mature voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at moderate speed with minimal pitch variation.",Female,56,Eastcoast US,Normal
USA_New York_Female_30_Normal,"30 year old female with warm, mature voice. East Coast American accent with distinctive vowel sounds. Clear, relaxed speech at measured speed with minimal pitch variation.",Female,30,Eastcoast US,Normal
